3.3666843873790686,	2.1382101083404477,	4.449036462931979
3.3666843873790686,	2.1382101083404477,	4.449036462931979
3.3666843873790686,	2.1382101083404477,	4.449036462931979
3.3666843873790686,	2.1382101083404477,	4.449036462931979
-44.49529728719562,	0.7649629790418471,	0.1680636013714505
-104.40725978701498,	0.13623492943881077,	-0.5290338059871504
-104.40725978701498,	0.13623492943881077,	-0.5290338059871504
-104.40725978701498,	0.13623492943881077,	-0.5290338059871504
-191.02609254627976,	-0.1803048669379016,	-0.353352290890598
-209.48612020096604,	0.1068335843788526,	-0.3511743506712905
-343.1058147745652,	0.11502824632162822,	0.1453496573777976
-367.4823746180817,	0.05492145156335479,	0.14271541580086478
-367.4823746180817,	0.05492145156335479,	0.14271541580086478
-367.4823746180817,	0.05492145156335479,	0.14271541580086478
-367.4823746180817,	0.05492145156335479,	0.14271541580086478
-412.8307885885106,	0.034444532232247416,	-0.09100463976306594
-412.8307885885106,	0.034444532232247416,	-0.09100463976306594
-454.65168806291615,	0.04776304792364636,	0.012644586107440514
-454.65168806291615,	0.04776304792364636,	0.012644586107440514
-454.65168806291615,	0.04776304792364636,	0.012644586107440514
-454.65168806291615,	0.04776304792364636,	0.012644586107440514
-458.6206721099679,	0.011914828866369576,	-0.04304009484457767
-465.30811557601146,	0.0030106312712292332,	-0.03712762301496699
-468.06543696405356,	-0.001441467526340938,	-0.034171387100161654
-469.2448498848935,	-0.0036675169251260235,	-0.03269326914275898
-469.77726462657546,	-0.004780541624518566,	-0.031954210164057646
-487.2133086904443,	0.007312405496646232,	-0.010973539243288893
-487.2133086904443,	0.007312405496646232,	-0.010973539243288893
-488.07301825045994,	0.012152818228490713,	-0.0016103360000860496
-493.3627955085447,	0.005198179316391697,	0.0036493922564158274
-493.3627955085447,	0.005198179316391697,	0.0036493922564158274
-493.3627955085447,	0.005198179316391697,	0.0036493922564158274
-493.3627955085447,	0.005198179316391697,	0.0036493922564158274
-496.2346342018568,	-0.0030688632567235324,	0.0005215788729571649
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.190658414539,	-0.0005854415003111665,	-0.000701257427864214
-498.38167045979935,	-0.00022051114594059994,	-0.0006628355332622605
-498.49499211876696,	-0.00028128659748459983,	-0.0004961998355466624
